# timestamp,q0,q1,q2,q3,omega_x,omega_y,omega_z,roll,pitch,yaw
1.942649126052856445e+00,9.955208897590637207e-01,-3.981932066380977631e-03,-1.935983635485172272e-02,9.245312958955764771e-02,6.875780831688311926e-04,1.068320717105587402e-06,8.133278949581955464e-03,-3.847792687843915732e-02,-1.150820204629472883e-02,1.823286187271216940e-01
1.952947378158569336e+00,9.952982664108276367e-01,-3.838511649519205093e-03,-1.935623027384281158e-02,9.482581168413162231e-02,6.497841488598335696e-04,-6.126264131955107782e-05,8.255902032817515057e-03,-3.850510421909188186e-02,-1.131210972971694213e-02,1.868504541228880045e-01
1.963202238082885742e+00,9.950686693191528320e-01,-3.709533251821994781e-03,-1.934965886175632477e-02,9.721264988183975220e-02,6.256773957692224547e-04,-7.192435886236768982e-05,8.333933055294081779e-03,-3.852555956969346690e-02,-1.114477456443890326e-02,1.913889099231684265e-01
1.973500728607177734e+00,9.948317408561706543e-01,-3.576430026441812515e-03,-1.933213695883750916e-02,9.961601346731185913e-02,6.206793885682943598e-04,-4.582224846203963484e-05,8.389644516420578096e-03,-3.852665140815605266e-02,-1.096769293296599550e-02,1.959471308716459748e-01
1.983747959136962891e+00,9.945844411849975586e-01,-3.439035499468445778e-03,-1.933068782091140747e-02,1.020607277750968933e-01,6.246492230826646615e-04,-5.135192214687960482e-05,8.493616545669447834e-03,-3.856351247154705952e-02,-1.078683971990955850e-02,2.005721176145046358e-01
1.994012355804443359e+00,9.943282008171081543e-01,-3.317703725770115852e-03,-1.933069154620170593e-02,1.045311912894248962e-01,5.910321813038158347e-04,-8.407626680780707544e-05,8.614372257561023205e-03,-3.860218839956971321e-02,-1.063929390177961905e-02,2.052340955593404126e-01
2.004179477691650391e+00,9.940605759620666504e-01,-3.222820116207003593e-03,-1.933956891298294067e-02,1.070482656359672546e-01,5.241295285616234204e-04,-1.051203805575286150e-04,8.744478189439757257e-03,-3.865544921634633119e-02,-1.054808706181151190e-02,2.099722377096203962e-01
2.017362117767333984e+00,9.934898018836975098e-01,-3.064633114263415337e-03,-1.941439323127269745e-02,1.122131869196891785e-01,4.287695077245420568e-04,-1.997143920445855220e-04,9.062173599762161566e-03,-3.887751104934339397e-02,-1.044665537501294518e-02,2.196546238708482202e-01
2.027521133422851562e+00,9.934898018836975098e-01,-3.064633114263415337e-03,-1.941439323127269745e-02,1.122131869196891785e-01,4.287695077245420568e-04,-1.997143920445855220e-04,9.062173599762161566e-03,-3.887751104934339397e-02,-1.044665537501294518e-02,2.196546238708482202e-01
2.037725687026977539e+00,9.928746223449707031e-01,-2.907831687480211258e-03,-1.943890005350112915e-02,1.175316199660301208e-01,4.495866093406895338e-04,-1.144690390759608962e-04,9.336931670416945619e-03,-3.900511191051429100e-02,-1.034377985675805078e-02,2.295625058376261907e-01
2.047937154769897461e+00,9.928746223449707031e-01,-2.907831687480211258e-03,-1.943890005350112915e-02,1.175316199660301208e-01,4.495866093406895338e-04,-1.144690390759608962e-04,9.336931670416945619e-03,-3.900511191051429100e-02,-1.034377985675805078e-02,2.295625058376261907e-01
2.060096740722656250e+00,9.925497770309448242e-01,-2.842583227902650833e-03,-1.946081407368183136e-02,1.202419623732566833e-01,4.163537251817847964e-04,-1.230841250336695914e-04,9.461400046554959559e-03,-3.908863317797027503e-02,-1.032300698861806504e-02,2.345876757464309403e-01
2.070278644561767578e+00,9.922153353691101074e-01,-2.790214028209447861e-03,-1.946758665144443512e-02,1.229715421795845032e-01,3.871559667179535471e-04,-1.058248117542286501e-04,9.558008334542582654e-03,-3.913987687655948178e-02,-1.032508805581729833e-02,2.396314666839285956e-01
2.106130838394165039e+00,9.915041327476501465e-01,-2.692086622118949890e-03,-1.950427331030368805e-02,1.285764575004577637e-01,3.559623607158516972e-04,-1.384190370473836653e-04,9.855152782883642298e-03,-3.929442500030342483e-02,-1.035419576995290532e-02,2.499335230433124000e-01
2.116377353668212891e+00,9.903247952461242676e-01,-2.541007706895470619e-03,-1.954842545092105865e-02,1.373622119426727295e-01,3.908694298553690334e-04,-1.607093027022205305e-04,1.040469100263473855e-02,-3.952235742523732553e-02,-1.040346345765401706e-02,2.659264110875464993e-01
2.126637697219848633e+00,9.899010062217712402e-01,-2.494073705747723579e-03,-1.959230750799179077e-02,1.403776854276657104e-01,3.923737415638293372e-04,-2.143762565673407866e-04,1.055508934632429056e-02,-3.966230247205696641e-02,-1.043860727408198186e-02,2.713711035863041743e-01
2.136899471282958984e+00,9.894638657569885254e-01,-2.443622797727584839e-03,-1.964546367526054382e-02,1.434202790260314941e-01,3.790595334917180913e-04,-2.567067114421347422e-04,1.067209230416770425e-02,-3.982492609321824917e-02,-1.047106002911422050e-02,2.768408949482975001e-01
2.147118330001831055e+00,9.890146255493164062e-01,-2.397120930254459381e-03,-1.966987736523151398e-02,1.464833915233612061e-01,3.781462558528493720e-04,-2.139452367289887869e-04,1.076121832452377018e-02,-3.992947119370728742e-02,-1.050438919156905342e-02,2.823224774109084345e-01
2.160351514816284180e+00,9.880800843238830566e-01,-2.297866856679320335e-03,-1.978570036590099335e-02,1.526466012001037598e-01,3.794648980357615150e-04,-2.713627658486984589e-04,1.087262381642818687e-02,-4.028638111715383135e-02,-1.058159025055902848e-02,2.932766152145757643e-01
2.170644044876098633e+00,9.875919222831726074e-01,-2.228971105068922043e-03,-1.982658915221691132e-02,1.557698845863342285e-01,4.245624025901968755e-04,-2.627326371370373613e-04,1.096723226242265689e-02,-4.044006330426438284e-02,-1.057959608217546622e-02,2.987870738109102975e-01
2.180950880050659180e+00,9.870882034301757812e-01,-2.163981553167104721e-03,-1.987559162080287933e-02,1.589250713586807251e-01,4.402302887315295214e-04,-2.369073061467871614e-04,1.108603287021575623e-02,-4.061250706415130141e-02,-1.058973888605305343e-02,3.043265990499555707e-01
2.191264390945434570e+00,9.865640997886657715e-01,-2.087239408865571022e-03,-1.992559246718883514e-02,1.621416807174682617e-01,4.440959405999390106e-04,-2.627746152265217610e-04,1.125685261029558092e-02,-4.079483419689410723e-02,-1.058012642790101369e-02,3.099447640397557380e-01
2.201505899429321289e+00,9.860247969627380371e-01,-2.033134456723928452e-03,-1.996384933590888977e-02,1.653857380151748657e-01,4.280210558193840004e-04,-2.530818344200282425e-04,1.142027723448672469e-02,-4.094827815478865873e-02,-1.061311313101641687e-02,3.155816788442089016e-01
2.211710214614868164e+00,9.854705929756164551e-01,-1.985710114240646362e-03,-2.000507898628711700e-02,1.686521619558334351e-01,3.894275042695160335e-04,-2.412329921212804718e-04,1.151504720171132173e-02,-4.110866636968047577e-02,-1.066171947893329239e-02,3.212271745256499722e-01
2.221949100494384766e+00,9.848998785018920898e-01,-1.951583195477724075e-03,-2.005733177065849304e-02,1.719481647014617920e-01,3.670981383483710092e-04,-2.611768877436681895e-04,1.161350078260140091e-02,-4.129053921478997163e-02,-1.074207746862152271e-02,3.268930918475386749e-01
2.232168197631835938e+00,9.843182563781738281e-01,-1.914991880767047405e-03,-2.000288292765617371e-02,1.752535253763198853e-01,3.260574384850490910e-04,-2.826801277688186344e-04,1.168785167748220138e-02,-4.125226735226206892e-02,-1.078128330075189822e-02,3.325405889848161434e-01
2.242383718490600586e+00,9.837188720703125000e-01,-1.864195917733013630e-03,-2.002486772835254669e-02,1.785854697227478027e-01,3.140184419773178097e-04,-2.341632608959419090e-04,1.176028639604301089e-02,-4.138252709265671792e-02,-1.082020136094079439e-02,3.382018154156324896e-01
2.252696514129638672e+00,9.831049442291259766e-01,-1.822986174374818802e-03,-2.013609372079372406e-02,1.819226741790771484e-01,3.191266961329817511e-04,-2.786897944382597933e-04,1.182712248664158187e-02,-4.169994115192495604e-02,-1.091101396881724236e-02,3.438409263982285524e-01
2.262995958328247070e+00,9.824778437614440918e-01,-1.794328098185360432e-03,-2.015677094459533691e-02,1.852775961160659790e-01,3.130614795273333178e-04,-3.193539079892998805e-04,1.187355344917521809e-02,-4.182506427744294569e-02,-1.099519287525523546e-02,3.494744958597264528e-01
2.273290395736694336e+00,9.818345308303833008e-01,-1.741129672154784203e-03,-2.021193690598011017e-02,1.886515915393829346e-01,3.384616371086492819e-04,-2.566304173538936739e-04,1.194591844634172555e-02,-4.203605104245131813e-02,-1.104525518154489579e-02,3.551052989239879554e-01
2.283579587936401367e+00,9.811771512031555176e-01,-1.729766023345291615e-03,-2.025754004716873169e-02,1.920365840196609497e-01,3.254615021299208473e-04,-2.674868373372750853e-04,1.200721633418645566e-02,-4.221300626778262677e-02,-1.117502397087592053e-02,3.607205909126676158e-01
2.293826580047607422e+00,9.805086851119995117e-01,-1.718886662274599075e-03,-2.032487280666828156e-02,1.954140812158584595e-01,2.678604096517825210e-04,-2.646814227341559036e-04,1.202218319349604436e-02,-4.243833096437537450e-02,-1.131454070368978146e-02,3.662885409716292173e-01
2.304133653640747070e+00,9.798281192779541016e-01,-1.694140955805778503e-03,-2.035190537571907043e-02,1.987961083650588989e-01,2.759469656804922262e-04,-2.240053984449230727e-04,1.202587958941714677e-02,-4.258678365772036734e-02,-1.141194076516260231e-02,3.718268039650700074e-01
2.314426660537719727e+00,9.791367650032043457e-01,-1.662628608755767345e-03,-2.040745504200458527e-02,2.021683901548385620e-01,3.034434858101936971e-04,-2.504214911555683850e-04,1.202397038523658410e-02,-4.280154594041479105e-02,-1.150762024246389931e-02,3.773136507306356080e-01
2.324841976165771484e+00,9.784387350082397461e-01,-1.627171295695006847e-03,-2.046121284365653992e-02,2.055149972438812256e-01,2.991170191013371054e-04,-2.782241317821153694e-04,1.197013268658188301e-02,-4.301674771358712790e-02,-1.159460683564785856e-02,3.827229162036065446e-01
2.335059881210327148e+00,9.770153760910034180e-01,-1.599189126864075661e-03,-2.049739472568035126e-02,2.121749967336654663e-01,2.952082271202049503e-04,-1.521197812557548981e-04,1.188101131431876928e-02,-4.328272631328229647e-02,-1.182320950615476339e-02,3.933811484844820239e-01
2.345341205596923828e+00,9.770153760910034180e-01,-1.599189126864075661e-03,-2.049739472568035126e-02,2.121749967336654663e-01,2.952082271202049503e-04,-1.521197812557548981e-04,1.188101131431876928e-02,-4.328272631328229647e-02,-1.182320950615476339e-02,3.933811484844820239e-01
2.358922719955444336e+00,9.755493402481079102e-01,-1.569541520439088345e-03,-2.049767971038818359e-02,2.188171893358230591e-01,2.927119288550926370e-04,-7.048165254215151704e-05,1.186801524642137548e-02,-4.348177217925125460e-02,-1.203311010218759136e-02,4.038674607438321740e-01
2.369174718856811523e+00,9.755493402481079102e-01,-1.569541520439088345e-03,-2.049767971038818359e-02,2.188171893358230591e-01,2.927119288550926370e-04,-7.048165254215151704e-05,1.186801524642137548e-02,-4.348177217925125460e-02,-1.203311010218759136e-02,4.038674607438321740e-01
2.379414796829223633e+00,9.747974872589111328e-01,-1.569353858940303326e-03,-2.050291746854782104e-02,2.221419811248779297e-01,2.443408595853991251e-04,-7.338673333372313788e-05,1.188667617760559049e-02,-4.358888204049772563e-02,-1.216902214682280027e-02,4.090631676145465856e-01
2.389706134796142578e+00,9.740306138992309570e-01,-1.576969632878899574e-03,-2.051568217575550079e-02,2.254795283079147339e-01,2.161489774872404467e-04,-9.885964446372597970e-05,1.192386789337132602e-02,-4.371107923696028463e-02,-1.232407804611831623e-02,4.142428858515368462e-01
2.400009393692016602e+00,9.732498526573181152e-01,-1.587881008163094521e-03,-2.051885984838008881e-02,2.288257330656051636e-01,2.017668700591111893e-04,-7.632272121994215840e-05,1.197217203736513844e-02,-4.381329134273752313e-02,-1.248162029192060284e-02,4.193991483433358591e-01
2.410262584686279297e+00,9.716476202011108398e-01,-1.613120664842426777e-03,-2.043831534683704376e-02,2.355434000492095947e-01,2.266866218144465088e-04,7.358747738729656232e-05,1.205195887695481062e-02,-4.383322301864540915e-02,-1.276333681398383532e-02,4.296367797612301587e-01
2.420600175857543945e+00,9.708319306373596191e-01,-1.634373562410473824e-03,-2.039395458996295929e-02,2.388866096735000610e-01,2.192035189786879681e-04,7.184995306188888544e-05,1.204825899496399406e-02,-4.383160275709525877e-02,-1.291744865390114655e-02,4.346760864776576527e-01
2.430827856063842773e+00,9.700047969818115234e-01,-1.659338362514972687e-03,-2.033396624028682709e-02,2.422281205654144287e-01,2.066136145163133730e-04,1.072624977709230086e-04,1.201300437193653786e-02,-4.379501705499785208e-02,-1.307042134134544197e-02,4.396753050988750355e-01
2.441183567047119141e+00,9.691683053970336914e-01,-1.674926723353564739e-03,-2.031045965850353241e-02,2.455555349588394165e-01,2.077491472561243874e-04,6.456642317815888799e-05,1.199443524058815130e-02,-4.384487757672180658e-02,-1.322164857543281502e-02,4.446169392428098721e-01
2.451396703720092773e+00,9.683337807655334473e-01,-1.681643654592335224e-03,-2.029340900480747223e-02,2.488276213407516479e-01,2.229956547206604471e-04,-8.129895296782327845e-06,1.187928803385633787e-02,-4.391404081735560128e-02,-1.335630320249799399e-02,4.494400648221835159e-01
2.461720705032348633e+00,9.674994349479675293e-01,-1.699581625871360302e-03,-2.027112804353237152e-02,2.520535886287689209e-01,2.185718867222075199e-04,-1.749769939633311701e-05,1.170661719075786512e-02,-4.396560535859574820e-02,-1.350792044413454997e-02,4.541601797081450953e-01
2.471951484680175781e+00,9.666593670845031738e-01,-1.709650270640850067e-03,-2.026206068694591522e-02,2.552571296691894531e-01,2.012006742362387648e-04,-3.401612867391329509e-05,1.159338964641575855e-02,-4.405215614461492624e-02,-1.364979366188898320e-02,4.588129166401175296e-01
2.482261180877685547e+00,9.658115506172180176e-01,-1.727502327412366867e-03,-2.026144973933696747e-02,2.584464848041534424e-01,1.874766350932617859e-04,-6.723169596307504653e-05,1.153771478902127119e-02,-4.415451090635419407e-02,-1.381032331893691963e-02,4.634111571209863500e-01
2.492514610290527344e+00,9.649565815925598145e-01,-1.733381068333983421e-03,-2.028704620897769928e-02,2.616184651851654053e-01,1.772731995433650214e-04,-1.153351549123055915e-04,1.149131752516154535e-02,-4.432417044076904927e-02,-1.396066020969802951e-02,4.679505353430872261e-01
2.502783536911010742e+00,9.640926122665405273e-01,-1.723875873722136021e-03,-2.032316662371158600e-02,2.647818028926849365e-01,2.004739739535730679e-04,-1.713940337521398423e-04,1.145413859165143010e-02,-4.452924922866442065e-02,-1.408682727753556886e-02,4.724434225086834860e-01
2.513112545013427734e+00,9.632204771041870117e-01,-1.724259695038199425e-03,-2.032518200576305389e-02,2.679371237754821777e-01,2.176143432606039219e-04,-1.420166246800027296e-04,1.143368001051753291e-02,-4.465423938788846969e-02,-1.421390471896585156e-02,4.768906267537591503e-01
2.523327589035034180e+00,9.623371958732604980e-01,-1.730158808641135693e-03,-2.032390981912612915e-02,2.710923850536346436e-01,2.036131252620609271e-04,-8.429283888884934876e-05,1.142999058673585880e-02,-4.477083035627509727e-02,-1.434979919784420965e-02,4.813040646833687819e-01
2.541856765747070312e+00,9.605406522750854492e-01,-1.775968470610678196e-03,-2.031780220568180084e-02,2.773908674716949463e-01,1.426216756549065644e-04,-5.733181174927027705e-05,1.143010911310616759e-02,-4.498045374176833089e-02,-1.468425309952402398e-02,4.900141606201264821e-01
2.552028656005859375e+00,9.596273899078369141e-01,-1.794843003153800964e-03,-2.034375071525573730e-02,2.805320620536804199e-01,1.320784118559463927e-04,-1.369166680965249090e-04,1.143013235357093378e-02,-4.515687070274928411e-02,-1.485945651943725021e-02,4.943084129617698053e-01
2.562374114990234375e+00,9.587048888206481934e-01,-1.835526083596050739e-03,-2.035268582403659821e-02,2.836677730083465576e-01,1.007136253055492388e-04,-1.160189420399123039e-04,1.141348288461225581e-02,-4.528209498949940098e-02,-1.506682782989369508e-02,4.985620028756485578e-01
2.572679758071899414e+00,9.577735662460327148e-01,-1.872839638963341713e-03,-2.034980058670043945e-02,2.867965102195739746e-01,8.683247698942850323e-05,-4.903086243309016294e-05,1.140236580829122846e-02,-4.538422101887229498e-02,-1.526060850777934130e-02,5.027723933135760381e-01
2.582938671112060547e+00,9.568297863006591797e-01,-1.916003995575010777e-03,-2.034991234540939331e-02,2.899292409420013428e-01,8.897047265164947829e-05,-3.236817319049855587e-05,1.140793073757955314e-02,-4.549126811898213107e-02,-1.546726538086495503e-02,5.069550978231879279e-01
2.594208955764770508e+00,9.558719992637634277e-01,-1.954727573320269585e-03,-2.036434784531593323e-02,2.930703461170196533e-01,7.902481561622266642e-05,-8.039973422143454642e-05,1.144137260435522385e-02,-4.563680063933119729e-02,-1.567395341949476967e-02,5.111157885142315616e-01
2.604405879974365234e+00,9.549037218093872070e-01,-1.991678494960069656e-03,-2.040529064834117889e-02,2.962069511413574219e-01,6.679550602914317565e-05,-1.525203070624075205e-04,1.145996962426133227e-02,-4.584709092911903872e-02,-1.589276929963670190e-02,5.152377734496008665e-01
2.614662647247314453e+00,9.539303779602050781e-01,-2.019990235567092896e-03,-2.044255100190639496e-02,2.993240654468536377e-01,7.771216511563307076e-05,-1.620041778785864155e-04,1.142838118455078399e-02,-4.605698770576725082e-02,-1.609244960550126544e-02,5.193007052306836124e-01
2.624912261962890625e+00,9.529513716697692871e-01,-2.053239615634083748e-03,-2.045874297618865967e-02,3.024251163005828857e-01,9.852308440502038597e-05,-1.290109337776659891e-04,1.137449468092007095e-02,-4.621624190868083709e-02,-1.628847071513278219e-02,5.233095698152850916e-01
2.635231971740722656e+00,9.519771933555603027e-01,-2.077320823445916176e-03,-2.046358957886695862e-02,3.054773807525634766e-01,1.154968940217895488e-04,-9.229614684650113050e-05,1.126676699256494614e-02,-4.635595834213936117e-02,-1.645819458618301770e-02,5.272229377829086294e-01
2.645479440689086914e+00,9.509929418563842773e-01,-2.104591811075806618e-03,-2.046920172870159149e-02,3.085273504257202148e-01,1.268003207413564266e-04,-6.659288276611402102e-05,1.118504538428346552e-02,-4.649742063626832733e-02,-1.663428817105817858e-02,5.311019765535960335e-01
2.655799627304077148e+00,9.490034580230712891e-01,-2.147693186998367310e-03,-2.050361037254333496e-02,3.145908713340759277e-01,1.257783757730914366e-04,-1.222700278938529243e-04,1.113677493896356868e-02,-4.684981961614283902e-02,-1.697764942381858183e-02,5.387205447008864834e-01
2.665979623794555664e+00,9.490034580230712891e-01,-2.147693186998367310e-03,-2.050361037254333496e-02,3.145908713340759277e-01,1.257783757730914366e-04,-1.222700278938529243e-04,1.113677493896356868e-02,-4.684981961614283902e-02,-1.697764942381858183e-02,5.387205447008864834e-01
2.682518005371093750e+00,9.469636678695678711e-01,-2.169533865526318550e-03,-2.054144628345966339e-02,3.206763267517089844e-01,1.591235767406252565e-04,-1.450107318847509335e-04,1.119984142617702280e-02,-4.724027475636993073e-02,-1.728411113890028147e-02,5.462413509602387363e-01
2.692716598510742188e+00,9.459282755851745605e-01,-2.188823418691754341e-03,-2.055911161005496979e-02,3.237163424491882324e-01,1.277152869452433971e-04,-1.315116894912940915e-04,1.120547142876669386e-02,-4.743045079239641137e-02,-1.745246670972118441e-02,5.499518696864903466e-01
2.702944517135620117e+00,9.448819756507873535e-01,-2.201888011768460274e-03,-2.056664600968360901e-02,3.267573118209838867e-01,1.466156039948589068e-04,-1.151160590620425698e-04,1.121657456080886114e-02,-4.760466924956079093e-02,-1.760256152807665106e-02,5.536320083823509375e-01
2.713255167007446289e+00,9.438242912292480469e-01,-2.223167801275849342e-03,-2.056380547583103180e-02,3.297998905181884766e-01,1.582066677791367114e-04,-9.117619248072891531e-05,1.123326353855764147e-02,-4.775021786800723311e-02,-1.776137497600727838e-02,5.572829477776074514e-01
2.723533868789672852e+00,9.427589774131774902e-01,-2.249409444630146027e-03,-2.056597545742988586e-02,3.328327536582946777e-01,1.323553092840093893e-04,-7.777329843193666291e-05,1.123145426837557533e-02,-4.790598743195755016e-02,-1.793232344405154902e-02,5.608916895786307810e-01
2.733798503875732422e+00,9.416846632957458496e-01,-2.271546516567468643e-03,-2.057710289955139160e-02,3.358592987060546875e-01,1.171003317594627026e-04,-9.794361609797273566e-05,1.121477574883593918e-02,-4.808962659601640627e-02,-1.810117219771737590e-02,5.644623194671055666e-01
2.745050430297851562e+00,9.406080842018127441e-01,-2.281557070091366768e-03,-2.057554200291633606e-02,3.388627469539642334e-01,1.464993290445742969e-04,-1.133002434209529530e-04,1.117201445568892330e-02,-4.825477843513775733e-02,-1.823768241415293229e-02,5.679747208588757923e-01
2.755235910415649414e+00,9.395177364349365234e-01,-2.285928698256611824e-03,-2.058136835694313049e-02,3.418737947940826416e-01,1.742077277708320231e-04,-1.230387516575357572e-04,1.115524878440641264e-02,-4.844683721833156764e-02,-1.836883508353448144e-02,5.714658479423191384e-01
2.765514135360717773e+00,9.384263157844543457e-01,-2.298072678968310356e-03,-2.059896290302276611e-02,3.448572158813476562e-01,1.588417861053321208e-04,-1.487770307662838369e-04,1.113114028828094369e-02,-4.866282981168739558e-02,-1.852160470271093165e-02,5.748957831062641022e-01
2.791043996810913086e+00,9.373329281806945801e-01,-2.295623067766427994e-03,-2.061533741652965546e-02,3.478171527385711670e-01,1.583768315570984917e-04,-1.618300014891298243e-04,1.104944424451070710e-02,-4.889144441399717600e-02,-1.864534242983235252e-02,5.782690193990019933e-01
2.801226615905761719e+00,9.340156316757202148e-01,-2.340867416933178902e-03,-2.073190361261367798e-02,3.566224873065948486e-01,1.032135185800551482e-04,-2.166780611929389959e-04,1.094186064703713337e-02,-4.971620641552042252e-02,-1.916091202049221079e-02,5.881361424516970970e-01
2.811527967453002930e+00,9.328896403312683105e-01,-2.341767074540257454e-03,-2.078657224774360657e-02,3.595544099807739258e-01,1.233561292545024761e-04,-2.374111521602783898e-04,1.093996538713543076e-02,-5.005310606004238771e-02,-1.931822948003849433e-02,5.913648704377942877e-01
2.821824550628662109e+00,9.317560195922851562e-01,-2.345015294849872589e-03,-2.084339782595634460e-02,3.624787926673889160e-01,1.284318104462672024e-04,-2.727240760723927560e-04,1.095295448289339453e-02,-5.039786407989482048e-02,-1.948177591959992377e-02,5.945573412655779100e-01
2.832110643386840820e+00,9.306110143661499023e-01,-2.342589898034930229e-03,-2.088791504502296448e-02,3.654057979583740234e-01,1.435587838484674809e-04,-2.581295544276208465e-04,1.095663809655887493e-02,-5.072252315205403456e-02,-1.962647044164640350e-02,5.977239992678816671e-01
2.842362403869628906e+00,9.294596910476684570e-01,-2.334886696189641953e-03,-2.093052677810192108e-02,3.683220744132995605e-01,1.718644534409162234e-04,-2.326266667293919025e-04,1.095472424428535832e-02,-5.105219788653650448e-02,-1.976000209982559444e-02,6.008509548838261161e-01
2.852679491043090820e+00,9.282986521720886230e-01,-2.319910563528537750e-03,-2.097708918154239655e-02,3.712360560894012451e-01,1.921793068255251422e-04,-2.403903255507528532e-04,1.094354441870946069e-02,-5.140482057555549600e-02,-1.988335352448946866e-02,6.039476304801665307e-01
2.862960577011108398e+00,9.271347522735595703e-01,-2.316623227670788765e-03,-2.101547829806804657e-02,3.741312026977539062e-01,1.866304642964061115e-04,-2.329090746895303874e-04,1.091756041707734118e-02,-5.172877644431876643e-02,-2.002207387261326424e-02,6.069970245704295886e-01
2.874001502990722656e+00,9.259582757949829102e-01,-2.299217740073800087e-03,-2.102542854845523834e-02,3.770331144332885742e-01,2.079034966240770992e-04,-1.794769039883904922e-04,1.090823285654332966e-02,-5.200003598243799208e-02,-2.011388121646704580e-02,6.100248904880579692e-01
2.884253978729248047e+00,9.247822165489196777e-01,-2.278889296576380730e-03,-2.104612626135349274e-02,3.799076080322265625e-01,2.396802022558463575e-04,-1.651822206523318739e-04,1.088217564744719396e-02,-5.230553634253484740e-02,-2.020749479874931268e-02,6.129974753877746041e-01
2.903206586837768555e+00,9.224019050598144531e-01,-2.247822005301713943e-03,-2.107616327702999115e-02,3.856493532657623291e-01,2.228497300211855449e-04,-1.630918679428821174e-04,1.084507224544757099e-02,-5.289307635382629880e-02,-2.040422386768382321e-02,6.188551348103009664e-01
2.913436174392700195e+00,9.211914539337158203e-01,-2.231772057712078094e-03,-2.108581177890300751e-02,3.885314762592315674e-01,2.453997895745463559e-04,-1.560079745593265211e-04,1.087845020094513337e-02,-5.318280902335589810e-02,-2.049821729999975334e-02,6.217552597172064655e-01
2.923676252365112305e+00,9.199705719947814941e-01,-2.210828242823481560e-03,-2.108522504568099976e-02,3.914138078689575195e-01,2.531929892054189776e-04,-1.412611280089623726e-04,1.091557219531657207e-02,-5.345675507973547680e-02,-2.057534200900468582e-02,6.246284731758580122e-01
2.933934688568115234e+00,9.187427759170532227e-01,-2.189137740060687065e-03,-2.105991356074810028e-02,3.942885100841522217e-01,2.780727419420976881e-04,-9.715013579232972232e-05,1.091552106629408575e-02,-5.367076917733035885e-02,-2.063133644634354558e-02,6.274667427358854299e-01
2.944217920303344727e+00,9.175063371658325195e-01,-2.168628852814435959e-03,-2.106067724525928497e-02,3.971573710441589355e-01,2.740858946812539166e-04,-1.119332774122783436e-04,1.090438772164772224e-02,-5.395811791413878539e-02,-2.070974819334867739e-02,6.302738147695554627e-01
